"from_str","to_str"
"beverly glen pk","beverly glen pkwy"
"beverly glen prky","beverly glen pkwy"
"beverly ln","beverly glen"
"bevery","beverly"
"beveryglen pkwy","beverly glen pkwy"
"beveryly","beverly"
"bevleplaine","belle plaine"
"bewyn","berwyn"
"bezmont","belmont"
"bgeaubien","beaubien"
"bhumboldt","humboldt"
"bichmond","richmond"
"bichwood av","birchwood ave"
"bichwood","birchwood"
"bickens","dickens"
"biddings","giddings"
"bigham","bingham"
"bihsop st","bishop st"
"biishop","bishop"
"bijssell","bissell"
"bincham","bingham"
"bingha","bingham"
"bingham3","bingham"
".bingham","bingham"
"bing ham","bingham"
"binghm","bingham"
"binglam","bingham"
"bingston","kingston"
"bingwam","bingham"
"binham","bingham"
"binrham","bingham"
"birchmond ave","birchwood ave"
"birchoff","birkhoff"
"birchoow","birchwood"
"birchowod","birchwood"
"birchwdo","birchwood"
"birchwod","birchwood"
"birchwodo av","birchwood ave"
"birchwodoa ve","birchwood ave"
"birchwodo","birchwood"
"birchwoiiod","birchwood"
"birchwoo","birchwood"
"birchwooda ve","birchwood ave"
"birchwood st","birchwood ave"
"birchwook","birchwood"
"birchwoow","birchwood"
"birchwopopd","birchwood"
"birchwor","birchwood"
"bircwood","birchwood"
"birdwood","birchwood"
"birfhwoood","birchwood"
"birghton pl","brighton pl"
"birhcwood","birchwood"
"birhwood","birchwood"
"birkfhoff","birkhoff"
"birkoff","birkhoff"
"birthwood","birchwood"
"bisbop","bishop"
"bisdhop","bishop"
"biseell","bissell"
"bisell","bissell"
"bish0p","bishop"
"bishiop","bishop"
"biship","bishop"
"bisho","bishop"
"bisho[","bishop"
"bisho","bishop"
"bishod","bishop"
"bishohp","bishop"
"bishoip","bishop"
"bishoipi","bishop"
"bishoop","bishop"
"bishop0","bishop"
"bishop3","bishop"
"bishop at","bishop st"
"bishopav","bishop"
"-bishop","bishop"
"b ishop","bishop"
"bishop-","bishop"
"bishop-+","bishop"
"bishop'","bishop"
"bishop]","bishop"
"bishop\","bishop"
"bishop+","bishop"
"bishope","bishop"
"bishop ford e way","bishop ford expy"
"bishopford hy","bishop ford expy"
"bishop ford r/way","bishop ford expy"
"bishop frod","bishop ford"
"bishopi","bishop"
"bishopo","bishop"
"bishops","bishop"
"bishopss","bishop st"
"bishopst","bishop st"
"bishop t","bishop st"
"bishosp","bishop"
"bisho st","bishop st"
"bishp","bishop"
"bishp st","bishop st"
"bisihop","bishop"
"bisop","bishop"
"bisphop","bishop"
"bisscll","bissell"
"bisseel","bissell"
"bisseell","bissell"
"bissekll","bissell"
"bissel","bissell"
"bisselel","bissell"
"bisselk","bissell"
"bisselkl","bissell"
"-bissell","bissell"
"/bissell","bissell"
"bissell+","bissell"
"bissell dr","bissell st"
"bisselle","bissell"
"bisselll","bissell"
"bissello","bissell"
"bissellr","bissell"
"bissells","bissell"
"bissells t","bissell st"
"bissill","bissell"
"bisslell","bissell"
"bisssell","bissell"
"bistop","bishop"
"bisworth","bosworth"
"bitersweeet","bittersweet"
"bittersweat","bittersweet"
"bittersweet av","bittersweet pl"
"bittersweet ln","bittersweet pl"
"bittersweet plac","bittersweet pl"
"bittersweet place","bittersweet pl"
"bittersweet rd","bittersweet pl"
"bittersweet st","bittersweet pl"
"bittersweet ter","bittersweet pl"
"bittersworth","bittersweet"
"bitterswwt","bittersweet"
"bittresweet","bittersweet"
"bittwesweet","bittersweet"
"bkackhawk","blackhawk"
"blacck stone","blackstone"
"blacfhawk","blackhawk"
"blachawk","blackhawk"
"blachhawk","blackhawk"
"blackahwk","blackhawk"
"black ave","beach ave"
"blackawk","blackhawk"
"blackha","blackhawk"
"blackhak","blackhawk"
"blackhakw","blackhawk"
"blackhant","blackhawk"
"blackhauk","blackhawk"
"blackhaw","blackhawk"
"blackhawh","blackhawk"
"blackhawk av","blackhawk st"
"blackhawkhd","blackhawk"
"blackhawl","blackhawk"
"blackhawn","blackhawk"
"blackhwak","blackhawk"
"blackhwk","blackhawk"
"blackingham","buckingham"
"blacklawk","blackhawk"
"blackshore","blackstone"
"blackson","blackstone"
"blacksotne","blackstone"
"blackstnoe","blackstone"
"blackstoen","blackstone"
"blackston asve","blackstone ave"
"blackston av","blackstone ave"
"blackstone a","blackstone ave"
"blackstone alley","blackstone ave"
"black stone av","blackstone ave"
"blackstonea v","blackstone ave"
"blackstonea ve","blackstone ave"
"blackstone avenue","blackstone ave"
"blackton","blackstone"
"blacktone av","blackstone ave"
"blackwack","blackhawk"
"blacsktone ave","blackstone ave"
"blacsktone","blackstone"
"blainard","brainard"
"blakchawk","blackhawk"
"blakcstone","blackstone"
"blakhawk","blackhawk"
"blakston","blackstone"
"blamoral","balmoral"
"blancard","blanchard"
"blandon","brandon"
"blanks","banks"
"blasktone","blackstone"
"blatimore ave","baltimore ave"
"blatimore","baltimore"
"blawkhawk","blackhawk"
"blblue island ave","blue island ave"
"blbo","balbo"
"blcakhawk","blackhawk"
"blckhawk","blackhawk"
"blden","belden"
"blechwood","birchwood"
"blele plaine","belle plaine"
"blelmont","belmont"
"blemont av","belmont ave"
"blemont ave","belmont ave"
"blemont harbor","belmont harbor"
"blemont","lemont"
"bleu island","blue island"
"bleveland","cleveland"
"bl island","blue island"
"blissell","bissell"
"bll","bell"
"blleplaine","belle plaine"
"bllevue","bellevue"
"blmont","belmont"
"blmoral","balmoral"
"blockhowk","blackhawk"
"blomindale","bloomingdale"
"blomingale","bloomingdale"
"blomingdae","bloomingdale"
"blomingdele","bloomingdale"
"blomoingdale","bloomingdale"
"blooimgdale","bloomingdale"
"blooindale","bloomingdale"
"blooing dale","bloomingdale"
"blooinggdale","bloomingdale"
"bloomdale","bloomingdale"
"bloomgdale","bloomingdale"
"bloomidale","bloomingdale"
"bloomigndale","bloomingdale"
"bloomindal","bloomingdale"
"bloomindlale","bloomingdale"
"bloomindle","bloomingdale"
"bloomingadl","bloomingdale"
"bloomingadle","bloomingdale"
"bloomingalde","bloomingdale"
"bloomingdael","bloomingdale"
"bloomingdalea ve","bloomingdale ave"
"bloomingdal,e","bloomingdale"
"bloomingdla","bloomingdale"
"bloomingdlae","bloomingdale"
"bloommingadle","bloomingdale"
"bloomnigdale","bloomingdale"
"bloonigdale","bloomingdale"
"blooomingadle","bloomingdale"
"blssell","bissell"
"bltimore","baltimore"
"blue ashland","blue island"
"blue ilsand","blue island"
"blue isalnd ave","blue island ave"
"blue isalnd","blue island"
"blue isladn","blue island"
"blueislan","blue island"
"blue island alley","blue island ave"
"blue islanda ve","blue island ave"
"bluei sland","blue island"
"blue island st","blue island ave"
"blue island v","blue island ave"
"blueislane","blue island"
"blue isld","blue island"
"blue islnad","blue island"
"blue leland","blue island"
"blueplaine","belle plaine"
"blue siland","blue island"
"bluie island","blue island"
"bluisland","blue island"
"blumingdale","bloomingdale"
"blybourn","clybourn"
"bngham","bingham"
"bnsley","bensley"
"boacon","beacon"
"boadway","broadway"
"bobfield","bonfield"
"bolle platine","belle plaine"
"bolmont","belmont"
"bolmoral","balmoral"
"boltimore","baltimore"
"bomansville","bowmanville"
"bomanvill","bowmanville"
"bompton","brompton"
"bomwanville","bowmanville"
"bona pante","bonaparte"
"bonapare","bonaparte"
"bonaparie","bonaparte"
"bonapart","bonaparte"
"bonapate","bonaparte"
"bon","bond"
"bond av","bond ave"
"bond.","bond"
"bondfield","bonfield"
"bonds","bond"
"bone","bond"
"bonefield","bonfield"
"bonfefield","bonfield"
"bonfeild","bonfield"
"bonfeld","bonfield"
"bonffield","bonfield"
"bonfield av","bonfield st"
"bon field","bonfield"
"bonfifeld","bonfield"
"bongfield","bonfield"
"bonifield","bonfield"
"boni parte","bonaparte"
"bonnefield","bonfield"
"bonnfield","bonfield"
"bonnifield","bonfield"
"bonoparte","bonaparte"
"bon parte","bonaparte"
"bonparte","bonaparte"
"bonsworth","bosworth"
"borenice","berenice"
"borling","burling"
"bornelia","cornelia"
"borowning","browning"
"borworth","bosworth"
"borwyn","berwyn"
"boseorth","bosworth"
"boseworth av","bosworth ave"
"boseworth","bosworth"
"boshworth","bosworth"
"bosoowrth","bosworth"
"bosorth","bosworth"
"bosoworth","bosworth"
"bosowrth","bosworth"
"bosroth","bosworth"
"bosrowth","bosworth"
"bossworth","bosworth"
"bosthworth","bosworth"
"bostlworth","bosworth"
"bostworth","bosworth"
"bosworgth","bosworth"
"bosworh","bosworth"
"bosworht av","bosworth ave"
"bosworht","bosworth"
"boswort","bosworth"
".bosworth","bosworth"
"bosworth-","bosworth"
"bosworth.","bosworth"
"bosworth'","bosworth"
"bosworth]","bosworth"
"bosworth\","bosworth"
"bosworth+","bosworth"
"bosworthg","bosworth"
"bosworthj","bosworth"
"bosworth v","bosworth ave"
"boswoth","bosworth"
"boswowrth","bosworth"
"boswroth","bosworth"
"boswworth","bosworth"
"boulevard av","boulevard way"
"boulvard","boulevard"
"bound","bond"
"boweler","bowler"
"bowen ae","bowen ave"
"bowen av","bowen ave"
"bowfield","bonfield"
"bowmanviell","bowmanville"
"bowmanville st","bowmanville ave"
"bowmavnille","bowmanville"
"bown dr","bowen dr"
"boworth","bosworth"
"boyd","bond"
"boysworth","bosworth"
"bozmont harbor","belmont harbor"
"bozworth","bosworth"
"br0adway","broadway"
"braadway","broadway"
"brach","beach"
"bradely pl","bradley pl"
"bradlay","bradley"
"bradle","bradley"
"bradle plk","bradley pl"
"bradle ypl","bradley pl"
"bradley st","bradley pl"
"bradly","bradley"
"bradon","brandon"
"bradway","broadway"
"braenard","brainard"
"brainad","brainard"
"brainar","brainard"
"braindard","brainard"
"brainerd","brainard"
"brainrd","brainard"
"brairie","prairie"
"bramanville","bowmanville"
"brampton","brompton"
"branard","brainard"
"brand ave","grand ave"
"branddon","brandon"
"branden","brandon"
"brandley","bradley"
"brandn","brandon"
"brando","brandon"
"brandon3","brandon"
"brandona ve","brandon ave"
"-brandon","brandon"
".brandon","brandon"
"+brandon","brandon"
"brandon-","brandon"
"brandon.","brandon"
"brandon+","brandon"
"branley","bradley"
"brannan","brennan"
"branon","brandon"
"branron","brandon"
"branson","brandon"
"branville","granville"
"braoadway","broadway"
"brarndon","brandon"
"brarry","barry"
"braton","brayton"
"braubien","beaubien"
"braubier ct","beaubien ct"
"braxton","brayton"
"brayon","brayton"
"brchwood","birchwood"
"breach","beach"
"breakwater access d","breakwater access"
"breannan","brennan"
"breenleaf","greenleaf"
"bregier","cregier"
"brenan","brennan"
"brenice","berenice"
"brenman","brennan"
"brennen","brennan"
"brennon","brennan"
"brenshaw","grenshaw"
"brernard","bernard"
"briadway","broadway"
"briair pl","briar pl"
"brian pl","briar pl"
"briar l","briar pl"
"briar p","briar pl"
"briar pk","briar pl"
"+briar pl","briar pl"
"briar p l","briar pl"
"briarpl","briar pl"
"briar plc","briar pl"
"briar plk","briar pl"
"briarspl","briar pl"
"brichmond","richmond"
"brichwood","birchwood"
"brickingham","buckingham"
"bridgeway","ridgeway"
"brighton dr","brighton pl"
"brighton st","brighton pl"
"brightwood ave","wrightwood ave"
"brightwood","wrightwood"
"brinard","brainard"
"bringham","bingham"
"brioadway","broadway"
"brissell","bissell"
"brling","burling"
"brlmont","belmont"
"brnadon ave","brandon ave"
"brnard","bernard"
"brndon","brandon"
"brn mawar","bryn mawr"
"brn mawr","bryn mawr"
"broaadway","broadway"
"broaaway","broadway"
"broadaway","broadway"
"broaday","broadway"
"broaddway","broadway"
"broadeay","broadway"
"broadeway","broadway"
"broadfway","broadway"
"broadman av","brodman ave"
"broadman","brodman"
"broad st.","broad st"
"broadst","broad st"
"broadwaay","broadway"
"broadwa","broadway"
"broadwahy","broadway"
"broadwaoy","broadway"
"broadwaqy","broadway"
"broadwar","broadway"
"broadwasy","broadway"
"broadwat","broadway"
"broadwaty","broadway"
"broadwau","broadway"
"broadwawy","broadway"
"broadway0","broadway"
"broadway3","broadway"
"broadwaya","broadway"
"--broadway","broadway"
"-broadway","broadway"
"/broadway","broadway"
"..broadway","broadway"
".broadway/","broadway"
".broadway","broadway"
"'broadway","broadway"
"+broadway","broadway"
"broad way","broadway"
"broadw=ay","broadway"
"broadw ay","broadway"
"broadway--","broadway"
"broadway-","broadway"
"broadway.","broadway"
"broadway'","broadway"
"broadway]","broadway"
"broadway\","broadway"
"broadway+","broadway"
"broadway","broadway"
"broadwayd","broadway"
"broadwayh","broadway"
"broadwayst","broadway"
"broadwayt","broadway"
"broadwayu","broadway"
"broadway v","broadway"
"broadwayx","broadway"
"broadwayy","broadway"
"broadwday","broadway"
"broadweay","broadway"
"broadwoay","broadway"
"broadw st","broad st"
"broadwway","broadway"
"broadwwy","broadway"
"broadwy","broadway"
"broadyway","broadway"
"broaeway","broadway"
"broaman","brodman"
"broandon","brandon"
"broan st","broad st"
"broardway","broadway"
"broaway","broadway"
"broawdway","broadway"
"brodadway","broadway"
"brodway","broadway"
"bromaton","brompton"
"bromdton","brompton"
"bromfton","brompton"
"bromopton","brompton"
"bromoton","brompton"
"brompon","brompton"
"brompoton","brompton"
"brompston","brompton"
"bromption","brompton"
"bromptn","brompton"
"brompto","brompton"
"bromptom","brompton"
".brompton","brompton"
"brompton'","brompton"
"brompton]","brompton"
"brompton\","brompton"
"bromptoni","brompton"
"bromptono","brompton"
"bromston","brompton"
"bromton","brompton"
"brondway","broadway"
"bronning","browning"
"bronpton","brompton"
"broompton","brompton"
"bropton","brompton"
"brorpton","brompton"
"bross av","bross ave"
"brosworth","bosworth"
"brouning","browning"
"browadway","broadway"
"browanville","bowmanville"
"browdway","broadway"
"browining","browning"
"brownding","browning"
"brownibg","browning"
"brownig","browning"
"browniing","browning"
"brownina","browning"
"brownin","browning"
"brownine","browning"
"browning3","browning"
".browning","browning"
"browning.","browning"
"browning s","browning"
"browningt","browning"
"brownng","browning"
"brownsing","browning"
"brrainard","brainard"
"brrennan","brennan"
"brry","barry"
"brteau av","berteau ave"
"brtn mawr","bryn mawr"
"brumpton","brompton"
"brurnham","burnham"
"brwn mawr","bryn mawr"
"brwyn","berwyn"
"brwynmawr","bryn mawr"
"brya mawr","bryn mawr"
"bryanmawr","bryn mawr"
"bryb mawr","bryn mawr"
"bry mawr","bryn mawr"
"brym mawr","bryn mawr"
"bryn awr","bryn mawr"
"bryn bawr","bryn mawr"
"bryn lawr","bryn mawr"
"bryn mahr","bryn mawr"
"bryn mar","bryn mawr"
"bryn marr","bryn mawr"
"bryn marw","bryn mawr"
"bryn maur","bryn mawr"
"bryn maw","bryn mawr"
"bryn mawd","bryn mawr"
"bryn mawe","bryn mawr"
"brynmawer","bryn mawr"
"bryn mawk","bryn mawr"
"bryn mawn","bryn mawr"
"brynmawr3","bryn mawr"
"bryn,mawr","bryn mawr"
"brynmawr","bryn mawr"
"brynmawre","bryn mawr"
"bryn mawr v","bryn mawr ave"
"bryn maww","bryn mawr"
"bryn mawy","bryn mawr"
"bryn mayr","bryn mawr"
"bryn mwar","bryn mawr"
"bryn mwr","bryn mawr"
"bryn mywr","bryn mawr"
"bryn nawr","bryn mawr"
"bryn nmar","bryn mawr"
"brynn mar","bryn mawr"
"brynnmawr","bryn mawr"
"bryr mawr","bryn mawr"
"brystal","crystal"
"bryton","brayton"
"bryw mawr","bryn mawr"
"bshop","bishop"
"bshop st","bishop st"
"btoadway","broadway"
"btroadway","broadway"
"bu9rling","burling"
"buay","bay"
"bubbard","hubbard"
"bubien","beaubien"
"buckingahm","buckingham"
"buckingham av","buckingham pl"
"buckinghampk","buckingham pl"
"buckingham place","buckingham pl"
"buckingham st","buckingham pl"
"bucking hanm pl","buckingham pl"
"budkcingham","buckingham"
"bueling","burling"
"buena av","buena ave"
"buena ve","buena ave"
"buenham","burnham"
"bufalo","buffalo"
"buffafo","buffalo"
"buffalao","buffalo"
"buffallo","buffalo"
"buffaloa","buffalo"
"buffaloa ve","buffalo ave"
"buffaloi","buffalo"
"buffalol","buffalo"
"buffalo v","buffalo ave"
"buffalow","buffalo"
"buffalp","buffalo"
"buffao","buffalo"
"bufffalo av","buffalo ave"
"bufffalo","buffalo"
"bufflo","buffalo"
"buffulo","buffalo"
"bugenie","eugenie"
"bugna ave","buena ave"
"buichwood","birchwood"
"bukcingham","buckingham"
"bulaski","pulaski"
"bule island","blue island"
"buling","burling"
"bull","bell"
"bullerton","fullerton"
"bullevue","bellevue"
"bulling","burling"
"bulrling","burling"
"bu\lue island","blue island"
"bunfield","bonfield"
"bunham","burnham"
"bunnyside","sunnyside"
"bunton","benton"
"bunton pl","benton pl"
"burbham","burnham"
"burffalo","buffalo"
"burham av","burnham ave"
"burham","burnham"
"burhham","burnham"
"burhling","burling"
"buring","burling"
"burion pl","burton pl"
"burkham","burnham"
"burkhoff","birkhoff"
"burking","burling"
"burkinham","buckingham"
"burkley","burley"
"burleey","burley"
"burleya ve","burley ave"
"]burley","burley"
"+burley","burley"
"burley-","burley"
"burley.","burley"
"burley+","burley"
"burleye","burley"
"burleyo","burley"
"burlig","burling"
"burlihg","burling"
"burliing","burling"
"burlijg","burling"
"burlina","burling"
"burlinb","burling"
"burlin","burling"
"burlinc","burling"
"burlind","burling"
"burline","burling"
"burling3","burling"
"burling av","burling st"
".burling","burling"
"+burling","burling"
"burling'","burling"
"burling]","burling"
"burling\","burling"
"burling+","burling"
"burlingham pl","buckingham pl"
"burling lot","burling st"
"burling rd","burling st"
"burlings","burling"
"burlinh","burling"
"burlinig","burling"
"burlins","burling"
"burlint","burling"
"burlng","burling"
"burlnig st","burling st"
"burlyng","burling"
"burnaham","burnham"
"burnam","burnham"
"burnha,","burnham"
"burnhama ve","burnham ave"
"burnham-","burnham"
"burnhamm","burnham"
"burnhan av","burnham ave"
"burnhan","burnham"
"burnhanm","burnham"
"burnhm","burnham"
"burning","burling"
"burniside","burnside"
"burnnam","burnham"
"burnsidw","burnside"
"burnsie","burnside"
"buron pl","burton pl"
"buron st","byron st"
"burrham","burnham"
"burring","burling"
"burry","barry"
"burston","burton"
"burteau","berteau"
"burton-","burton"
"burtono","burton"
"burton pk","burton pl"
"burtonpl","burton pl"
"burton pp","burton pl"
"burworth","bosworth"
"buskcingham","buckingham"
"bussell","russell"
"butchinson","hutchinson"
"butherford","rutherford"
"buton pl","burton pl"
"butterswet","bittersweet"
"bverly","beverly"
"bway","bay"
"bwlmont","belmont"
"bwyn mawr","bryn mawr"
"bxoadway","broadway"
"byrn mawr ave","bryn mawr ave"
"byron sot","byron st"
"byron st.","byron st"
"byronst","byron st"
"byshop","bishop"
"bywn mawr","bryn mawr"
"c0lumbus","columbus"
"c0ornelia","cornelia"
"c0rnelia","cornelia"
"c0ttage grove","cottage grove"
"caalpa","catalpa"
"caampbell","campbell"
"caanon dr","cannon dr"
"caarmen","carmen"
"cabbridge","cambridge"
"cabini","cabrini"
"cabriani","cabrini"
"cabridge","cambridge"
"cabrin3","cabrini"
"cabrina","cabrini"
"cabrin","cabrini"
"cabrine","cabrini"
"cabrini9","cabrini"
"cabrinia","cabrini"
"cabrinii","cabrini"
"cabrinin","cabrini"
"cabrinr","cabrini"
"cabrint","cabrini"
"cabrni","cabrini"
"cacalifornia blvd","california blvd"
